type,address,item type,score,stauts,name,price,upc
,,,,In Stock,"Tyson Fully Cooked Chicken Nuggets, 32 oz. (Frozen)",497,2370002847
,,,,Limited Stock,"PRICE PER LB: Tyson Trimmed & Ready All Natural* Thin-Sliced Chicken Breasts, 1.0 - 1.5 lb",484,22557300000
safeway,170 Cochrane Plz,Canned-Food,9.0,,,,
,,,,In Stock,"East Point Wild Caught Tiny North Pacific Shrimp, 4 oz",354,4136910120
,,,,In Stock,"Muir Glen, Organic Crushed Fire Roasted Tomatoes, 28 oz",243,72534229043
,,,,In Stock,"Teasdale Quality Foods Teasdale Hominy, 108 oz",244,7124001235
,,,,Limited Stock,"(18 Pack) Fancy Feast Gravy Wet Cat Food Variety Pack, Medleys Florentine Collection, 3 oz. Cans",1458,5000057282
,,,,Limited Stock,"Hormel Foods BLACK LABEL Can Ham, 48 oz",942,3760023221
safeway,170 Cochrane Plz,Egg,18.0,,,,
,,,,In Stock,"Egg-Land's Best Farm Fresh Large White Grade AA Eggs, 12 Count",267,71514150349
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 12 count, 24 oz",362,68113112277
,,,,In Stock,"Great Value Large White Grade AA Eggs, 18 Count",443,7874214839
,,,,In Stock,"Marketside Large Cage Free Brown Eggs, 12 count, 24 oz",248,68113112276
,,,,In Stock,"Great Value Jumbo White Eggs, 12 count, 30 oz",375,7874212714
safeway,170 Cochrane Plz,Milk,5.0,,,,
,,,,Limited Stock,"Horizon Organic 1% Lowfat Shelf Stable Chocolate Milk, 8 Oz., 12 Count",1198,74236500270
safeway,3010 W Grant Line Rd,Peanut-Butter,10.0,,,,
,,,,In Stock,"Great Value No Stir Creamy Natural Peanut Butter Spread, 40 oz",332,7874200831
,,,,In Stock,"SunButter Natural Sunflower Butter, 16 oz",482,73753919120
,,,,In Stock,"JM Smucker Laura Scudders  Peanut Butter, 16 oz",-1,5150005004
,,,,In Stock,Nuttzo Seed Butter Peanut,697,89469700227
,,,,Limited Stock,"MaraNatha Light Roast Creamy Almond Butter, 12 Ounce Jar",698,5165119240
safeway,3010 W Grant Line Rd,Meat,10.0,,,,
,,,,In Stock,"Morningstar Farms Meat Lovers Vegan Burgers, 4oz, 4 count",648,2898910229
,,,,In Stock,"All Natural* 80% Lean/20% Fat Ground Beef Chuck Tray, 1 lb",447,7874226954
,,,,In Stock,"All Natural* 85% Lean/15% Fat Angus Steak Patties 12 Count, 4 lb",1692,7874226951
,,,,In Stock,"PRICE PER LB: Foster Farms Party Pack Chicken Wings, 4.75-5.0 lb",227,25945200000
,,,,Limited Stock,"Ball Park Fully-Cooked Flame Grilled Original Beef Patties, 6 Count (Frozen)",697,5450019145
safeway,3010 W Grant Line Rd,Bottled-Water,9.0,,,,
,,,,In Stock,"Propel Electrolyte Water, Black Cherry, 16.9 oz Bottles, 12 Count",638,5200013318
,,,,In Stock,"Propel Electrolyte Water, Kiwi Strawberry, 16.9 oz Bottles, 12 Count",638,5200051200
,,,,In Stock,"Propel Electrolyte Water, Berry, 16.9 oz Bottles, 12 Count",638,5200051233
,,,,In Stock,"LIFEWTR, Purified Water, pH Balanced with Electrolytes For Taste, 1 Liter bottles (6 Count)",748,1200017002
,,,,Limited Stock,"Essentia Water; Better Rehydration* 1 Liter Bottles, Case of 6",998,65722700210
safeway,3010 W Grant Line Rd,Toilet-Paper,10.0,,,,
,,,,In Stock,"Cottonelle FreshCare Flushable Wipes, resealable pack, 168 wipes total",638,3600041777
safeway,3010 W Grant Line Rd,Masks,9.0,,,,
,,,,In Stock,Swissco Spa Bella Delux Mask,484,76989888105
,,,,In Stock,"SheaMoisture African Black Soap Clarifying Mud Mask Packette Sulfate-Free, 0.5 oz",248,76430227072
,,,,In Stock,"Masqueology Collagen Hydro Gel Gold Face Mask, 0.98 Oz, 2 Count",250,85758100360
,,,,Limited Stock,"L'Oreal Paris Revitalift Triple Power Intensive Anti-Aging Night Face Mask, 1.7 oz.",1797,7124924073
,,,,Limited Stock,e.l.f. Hydrating Bubble Mask,1400,60933257021
safeway,3010 W Grant Line Rd,Canned-Food,11.0,,,,
,,,,In Stock,BUSHS Original Baked Beans 117 oz.,698,3940001628
,,,,In Stock,"Hormel Foods BLACK LABEL Can Ham, 48 oz",942,3760023221
,,,,In Stock,"Muir Glen, Organic Crushed Fire Roasted Tomatoes, 28 oz",243,72534229043
,,,,In Stock,"East Point Wild Caught Tiny North Pacific Shrimp, 4 oz",354,4136910120
,,,,Limited Stock,"BUSH'S Chili Beans, Pinto Beans in Mild Chili Sauce, Bulk Canned Beans, 111 Oz",350,3940001696
safeway,3010 W Grant Line Rd,Hand-sanitizer,13.0,,,,
,,,,In Stock,"Equate Travel Size Moisturizing Hand Sanitizer with Aloe, 3 fl oz",97,681131346580
,,,,In Stock,"Hello Bello Hand Sanitizer Spray, Apple Blossom, 1.65oz",184,810007189925
,,,,In Stock,"Way To Celebrate Easter Hand Sanitizer, Butterflies",10,190425083594
,,,,In Stock,HAND SANITIZER ASST,10,190425083563
,,,,In Stock,"Way To Celebrate Easter Hand Sanitizer, Bunny, 1 fl oz",10,190425083631
safeway,3010 W Grant Line Rd,Wet-Wipes,11.0,,,,
,,,,In Stock,"2 Pack, Equate Beauty Makeup Remover Wipes, 80 Count",597,68113107281
,,,,In Stock,"2 Pack, Equate Beauty Night-Time Soothing Makeup Remover Wipes, 40 ct",597,68113111216
,,,,In Stock,"Olay Regenerist Micro-Exfoliating Wet Cleansing Cloths, 30 Count",692,7560960404
,,,,In Stock,"Neutrogena Fragrance Free Makeup Remover Facial Wipes, 25 ct., 2 Pack",897,7050120014
,,,,Limited Stock,"Olay Cleanse Gentle Facial Cloths, Fragrance Free, 30 count",496,7560904121
safeway,3010 W Grant Line Rd,Hot-Dogs,19.0,,,,
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 16 Count",526,5450019334
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 8 Count",264,5450019322
,,,,In Stock,"Oscar Mayer Uncured Jumbo Hot Dogs, 8 ct - 16.0 oz Package",175,4470000210
,,,,In Stock,"Lightlife Smart Dogs Meatless Veggie Hot Dogs, 8 count, 12 oz",297,4345410080
,,,,In Stock,"Ball Park Angus Beef Hot Dogs, Bun Size Length, 8 Count",294,5450010174
safeway,3010 W Grant Line Rd,Rice,10.0,,,,
,,,,In Stock,"InnovAsian Vegetable Fried Rice Frozen Asian Side Dish, 18 oz",374,69511912014
,,,,In Stock,"Tai Pei Fried Rice, Chicken, Tub, 11.0 OZ",196,7007781129
,,,,In Stock,Green Giant Cauliflower Riced Veggies 10 oz. Bag,226,19056912310
safeway,3010 W Grant Line Rd,Frozen-Foods,20.0,,,,
,,,,In Stock,HOT POCKETS Applewood Bacon Egg and Cheese Frozen Sandwiches 5 ct. Box Frozen Food With Reduced-Fat Cheddar Cheese,500,4369521114
,,,,In Stock,HOT POCKETS Four Cheese Pizza Frozen Sandwiches 12 ct. Box | Frozen Food With Reduced-Fat Mozzarella Cheese,962,4369507521
,,,,In Stock,"Tyson Fully Cooked Fun Nuggets with Whole Grain Breading, 29 oz. (Frozen)",438,2370001452
,,,,In Stock,"STOUFFERS CLASSICS Lasagna with Meat & Sauce, Party Size Frozen Meal",1178,1380055131
,,,,In Stock,Healthy Choice Simply Steamers Frozen Dinner Grilled Chicken & Broccoli Alfredo 9.15 Ounce,258,7265500124
safeway,3010 W Grant Line Rd,Pasta,8.333333333333334,,,,
,,,,In Stock,"Great Value Cheese Tortellini Pasta, 19 oz",277,7874200945
,,,,In Stock,Pasta Roni White Cheddar & Broccoli Flavor Pasta Mix 5.5 oz. Box,100,1530044033
,,,,Limited Stock,BIRDS EYE Steamfresh Pasta Marinara,297,1450001745
safeway,3010 W Grant Line Rd,Beans,8.75,,,,
,,,,In Stock,BUSHS Original Baked Beans 117 oz.,698,3940001628
,,,,In Stock,C & W Frozen Foods C & W Petite Whole Beans 14 oz,192,7033200055
,,,,In Stock,"Amy's Southwestern Burrito, Made with Organic Corn, Beans and Tomatoes, Non GMO, 5.5-Ounce",274,4227200076
,,,,Limited Stock,"BUSH'S Chili Beans, Pinto Beans in Mild Chili Sauce, Bulk Canned Beans, 111 Oz",350,3940001696
safeway,3010 W Grant Line Rd,Chicken,14.0,,,,
,,,,In Stock,Perdue Harvestland NAE Frozen Boneless Skinless Indiviually Wrapped Chicken Breasts (2.25 lbs.),988,7274554618
,,,,In Stock,"Tyson Grilled & Ready Fully Cooked Grilled Chicken Breast Strips, 22 oz. (Frozen)",668,2370001625
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 3 lb. (Frozen)",594,7874237394
,,,,In Stock,"Applegate Naturals Gluten-Free Chicken Nuggets, 16.0 OZ",987,2531705519
,,,,In Stock,"Great Value All Natural Chicken Wing Sections, 64 oz",926,7874212452
safeway,3010 W Grant Line Rd,Paper-Towels,10.0,,,,
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 6 Double Rolls",644,030400221002
,,,,In Stock,"Great Value Everyday Strong Paper Towels, Split Sheet, 4 Double Rolls",382,078742210797
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 2 Double Rolls = 4 Regular Rolls",464,037000762287
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 4 Double Rolls",498,030400221026
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 12 Double Rolls = 24 Regular Rolls",1988,037000762096
safeway,3010 W Grant Line Rd,Egg,19.0,,,,
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 18 count, 36 oz",574,68113112280
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 12 count, 24 oz",362,68113112277
,,,,In Stock,"Marketside Large Cage Free Brown Eggs, 12 count, 24 oz",248,68113112276
,,,,In Stock,"Egg-Land's Best Organic Large Brown Grade A Eggs, 12 Count",454,71514171682
,,,,In Stock,"Great Value Large White Grade AA Eggs, 18 Count",266,7874214839
safeway,3010 W Grant Line Rd,Milk,10.0,,,,
,,,,In Stock,"Horizon Organic 1% Lowfat Shelf Stable Chocolate Milk, 8 Oz., 12 Count",1198,74236500270
safeway,3010 W Grant Line Rd,Bread,10.0,,,,
,,,,In Stock,Canyon Bakehouse Gluten Free Ancient Grain Bread 15 oz,498,85358400229
safeway,5095 Almaden Expy,Peanut-Butter,12.0,,,,
,,,,In Stock,"SKIPPY Natural Creamy Peanut Butter, 15 oz",248,3760010506
,,,,In Stock,"PBfit Organic All-Natural Peanut Butter Powder, 15 oz",868,89792200275
,,,,In Stock,"SunButter Natural Sunflower Butter, 16 oz",482,73753919120
,,,,In Stock,"Sam's Choice Creamy Honey Almond Butter, 12 oz",498,7874223286
,,,,In Stock,Barney Butter Chocolate Almond Butter,458,85106500777
safeway,5095 Almaden Expy,Meat,10.0,,,,
,,,,In Stock,"All Natural* 80% Lean/20% Fat Ground Beef Chuck Tray, 1 lb",447,7874226954
,,,,In Stock,"Morningstar Farms Meat Lovers Vegan Burgers, 4oz, 4 count",648,2898910229
,,,,In Stock,"All Natural* 85% Lean/15% Fat Angus Steak Patties 12 Count, 4 lb",1692,7874226951
,,,,In Stock,"Ball Park Fully-Cooked Flame Grilled Original Beef Patties, 6 Count (Frozen)",697,5450019145
safeway,5095 Almaden Expy,Bottled-Water,8.75,,,,
,,,,In Stock,"Propel Electrolyte Water, Kiwi Strawberry, 16.9 oz Bottles, 12 Count",638,5200051200
,,,,In Stock,"Propel Electrolyte Water, Berry, 16.9 oz Bottles, 12 Count",638,5200051233
,,,,In Stock,"Essentia Water; Better Rehydration* 1 Liter Bottles, Case of 6",998,65722700210
,,,,Limited Stock,"LIFEWTR, Purified Water, pH Balanced with Electrolytes For Taste, 1 Liter bottles (6 Count)",748,1200017002
safeway,5095 Almaden Expy,Toilet-Paper,10.0,,,,
,,,,In Stock,"Scott 1000 Toilet Paper, 20 Rolls, 20,000 Sheets",1427,5400037551
,,,,In Stock,"Equate Flushable Wipes, Fresh Scent, 3 Packs of 48 Wipes, 144 Wipes Total",378,68113110523
,,,,In Stock,"Cottonelle FreshCare Flushable Wet Wipes Resealable Refill Pack, 252 Wipes Per Pack",932,3600043541
safeway,5095 Almaden Expy,Masks,9.0,,,,
,,,,In Stock,Swissco Spa Bella Delux Mask,484,76989888105
,,,,In Stock,e.l.f. Hydrating Bubble Mask,1400,60933257021
,,,,In Stock,"PAW Patrol Costume Party Masks, 8ct",297,6431922743
,,,,Limited Stock,"Masqueology Collagen Hydro Gel Gold Face Mask, 0.98 Oz, 2 Count",250,85758100360
,,,,Limited Stock,So Fresh So Clean Powerful Peel Off Black Mask,688,81465502578
safeway,5095 Almaden Expy,Canned-Food,6.25,,,,
,,,,In Stock,"East Point Wild Caught Tiny North Pacific Shrimp, 4 oz",354,4136910120
,,,,Limited Stock,"(18 Pack) Fancy Feast Gravy Wet Cat Food Variety Pack, Medleys Florentine Collection, 3 oz. Cans",1458,5000057282
,,,,Limited Stock,"Hormel Foods BLACK LABEL Can Ham, 48 oz",942,3760023221
,,,,Limited Stock,"Muir Glen, Organic Crushed Fire Roasted Tomatoes, 28 oz",243,72534229043
safeway,5095 Almaden Expy,Hand-sanitizer,9.0,,,,
,,,,In Stock,"Equate Travel Size Moisturizing Hand Sanitizer with Aloe, 3 fl oz",97,681131346580
,,,,In Stock,"Hello Bello Hand Sanitizer Spray, Apple Blossom, 1.65oz",184,810007189925
,,,,Limited Stock,"Way To Celebrate Easter Hand Sanitizer, Butterflies",10,190425083594
,,,,Limited Stock,"Way To Celebrate Easter Hand Sanitizer, Bunny, 1 fl oz",10,190425083631
,,,,Limited Stock,HAND SANITIZER ASST,10,190425081125
safeway,5095 Almaden Expy,Wet-Wipes,12.0,,,,
,,,,In Stock,"Equate Flushable Wipes, Fresh Scent, 3 Packs of 48 Wipes, 144 Wipes Total",378,68113110523
,,,,In Stock,"Cottonelle FreshCare Flushable Wet Wipes Resealable Refill Pack, 252 Wipes Per Pack",932,3600043541
,,,,In Stock,"2 Pack, Equate Beauty Makeup Remover Wipes, 80 Count",597,68113107281
,,,,In Stock,"2 Pack, Equate Beauty Night-Time Soothing Makeup Remover Wipes, 40 ct",597,68113111216
,,,,In Stock,Neutrogena Makeup Remover Cleansing Towelettes,493,7050111090
safeway,5095 Almaden Expy,Hot-Dogs,19.0,,,,
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 8 Count",264,5450019322
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 16 Count",526,5450019334
,,,,In Stock,"Oscar Mayer Classic Uncured Beef Hot Dogs, 10 ct - 15.0 oz Package",294,4470007505
,,,,In Stock,"Ball Park Angus Beef Hot Dogs, Bun Size Length, 8 Count",294,5450010174
,,,,In Stock,"Ball Park Classic Hot Dogs, Original Length, 8 Count",166,5450019352
safeway,5095 Almaden Expy,Rice,10.0,,,,
,,,,In Stock,"InnovAsian Vegetable Fried Rice Frozen Asian Side Dish, 18 oz",374,69511912014
,,,,In Stock,Knorr Fiesta Side Dish Spanish Rice 11.5 oz,182,4100068963
safeway,5095 Almaden Expy,Frozen-Foods,17.0,,,,
,,,,In Stock,HOT POCKETS Four Cheese Pizza Frozen Sandwiches 12 ct. Box | Frozen Food With Reduced-Fat Mozzarella Cheese,962,4369507521
,,,,In Stock,"Tyson Fully Cooked Fun Nuggets with Whole Grain Breading, 29 oz. (Frozen)",497,2370001452
,,,,In Stock,"STOUFFERS CLASSICS Lasagna with Meat & Sauce, Party Size Frozen Meal",1178,1380055131
,,,,In Stock,"Jimmy Dean Meat Lovers Breakfast Bowl, 7 oz.",264,7790070615
,,,,In Stock,Healthy Choice Caf Steamers Beef Merlot Frozen Meal 9.5 oz.,252,7265500102
safeway,5095 Almaden Expy,Pasta,15.0,,,,
,,,,In Stock,Pasta Roni White Cheddar & Broccoli Flavor Pasta Mix 5.5 oz. Box,100,1530044033
,,,,In Stock,"Rana Mozzarella Cheese Ravioli, 18 oz",592,87744800261
,,,,In Stock,"Great Value Cheese Tortellini Pasta, 19 oz",277,7874200945
,,,,In Stock,BIRDS EYE Steamfresh Veggie Made Pasta Alfredo,297,1450001750
,,,,In Stock,Rana Meal Solutions Rana Cheese Lovers Tortelloni,592,87744800509
safeway,5095 Almaden Expy,Beans,10.0,,,,
,,,,In Stock,SunVista - Pinto Beans With Garlic - 29 Oz. Can,106,88439520772
,,,,In Stock,C & W Frozen Foods C & W Petite Whole Beans 14 oz,192,7033200055
,,,,In Stock,"Amy's Southwestern Burrito, Made with Organic Corn, Beans and Tomatoes, Non GMO, 5.5-Ounce",274,4227200076
,,,,In Stock,Mama Julia Pinto Beans,172,85370200253
,,,,In Stock,"Great Value Cut Green Beans, 12 oz",77,7874223734
safeway,5095 Almaden Expy,Chicken,13.0,,,,
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 5 lb. (Frozen)",976,7874202661
,,,,In Stock,"Great Value All Natural Chicken Wing Sections, 64 oz",926,7874212452
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 10 lb. (Frozen)",1883,7874212726
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 3 lb. (Frozen)",594,7874237394
,,,,In Stock,"Tyson Naturals Gluten Free Breaded Chicken Breast Nuggets, 20 oz. (Frozen)",677,2370004385
safeway,5095 Almaden Expy,Paper-Towels,10.0,,,,
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 6 Double Rolls",644,030400221002
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 2 Double Rolls = 4 Regular Rolls",464,037000762287
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 12 Double Rolls = 24 Regular Rolls",1988,037000762096
,,,,In Stock,"Great Value Ultra Strong Paper Towels, Split Sheets, 12 Double Rolls",1497,078742210858
,,,,In Stock,"Bounty Paper Towels, Select-A-Size, White, 6 Triple Rolls =18 Regular Rolls",1497,3700076675
safeway,5095 Almaden Expy,Egg,19.0,,,,
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 12 count, 24 oz",362,68113112277
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 18 count, 36 oz",574,68113112280
,,,,In Stock,"Marketside Large Cage Free Brown Eggs, 12 count, 24 oz",248,68113112276
,,,,In Stock,"Great Value Large White AA Eggs, 6 Count",214,7874214810
,,,,In Stock,"Great Value Large White Grade AA Eggs, 18 Count",550,7874214839
safeway,5095 Almaden Expy,Bread,10.0,,,,
,,,,In Stock,Canyon Bakehouse Gluten Free Ancient Grain Bread 15 oz,498,85358400229
safeway,3223 E Hammer Ln,Peanut-Butter,11.0,,,,
,,,,In Stock,"Great Value No Stir Creamy Natural Peanut Butter Spread, 40 oz",332,7874200831
,,,,In Stock,"SunButter Natural Sunflower Butter, 16 oz",482,73753919120
,,,,In Stock,Nuttzo Seed Butter Peanut,697,89469700227
,,,,In Stock,"MaraNatha Dark Roast Creamy Almond Butter, 12 Ounce Jar",698,5165119241
,,,,In Stock,"Sam's Choice Creamy Honey Almond Butter, 12 oz",498,7874223286
safeway,3223 E Hammer Ln,Meat,9.0,,,,
,,,,In Stock,"Morningstar Farms Meat Lovers Vegan Burgers, 4oz, 4 count",648,2898910229
,,,,In Stock,"All Natural* 80% Lean/20% Fat Ground Beef Chuck Tray, 1 lb",447,7874226954
,,,,In Stock,"PRICE PER LB: Foster Farms Party Pack Chicken Wings, 4.75-5.0 lb",227,25945200000
,,,,In Stock,"Hormel Foods BLACK LABEL Can Ham, 48 oz",942,3760023221
,,,,Limited Stock,"Marketside Butcher Ground Bison, 1 lb",898,68113115195
safeway,3223 E Hammer Ln,Bottled-Water,10.0,,,,
,,,,In Stock,"Propel Electrolyte Water, Kiwi Strawberry, 16.9 oz Bottles, 12 Count",638,5200051200
,,,,In Stock,"Propel Electrolyte Water, Black Cherry, 16.9 oz Bottles, 12 Count",638,5200013318
,,,,In Stock,"LIFEWTR, Purified Water, pH Balanced with Electrolytes For Taste, 1 Liter bottles (6 Count)",748,1200017002
,,,,In Stock,"Essentia Water; Better Rehydration* 1 Liter Bottles, Case of 6",998,65722700210
,,,,Limited Stock,"Propel Electrolyte Water, Berry, 16.9 oz Bottles, 12 Count",638,5200051233
safeway,3223 E Hammer Ln,Toilet-Paper,10.0,,,,
,,,,In Stock,"Scott 1000 Toilet Paper, 20 Rolls, 20,000 Sheets",1427,5400037551
,,,,In Stock,"Cottonelle FreshCare Flushable Wipes, resealable pack, 168 wipes total",638,3600041777
safeway,3223 E Hammer Ln,Masks,10.0,,,,
,,,,In Stock,Swissco Spa Bella Delux Mask,484,76989888105
,,,,In Stock,"L'Oreal Paris Revitalift Triple Power Intensive Anti-Aging Night Face Mask, 1.7 oz.",1797,7124924073
,,,,In Stock,So Fresh So Clean Powerful Peel Off Black Mask,688,81465502578
,,,,In Stock,"SheaMoisture African Black Soap Clarifying Mud Mask Packette Sulfate-Free, 0.5 oz",248,76430227072
,,,,Limited Stock,"Masqueology Collagen Hydro Gel Gold Face Mask, 0.98 Oz, 2 Count",250,85758100360
safeway,3223 E Hammer Ln,Canned-Food,11.0,,,,
,,,,In Stock,BUSHS Original Baked Beans 117 oz.,698,3940001628
,,,,In Stock,"Hormel Foods BLACK LABEL Can Ham, 48 oz",942,3760023221
,,,,In Stock,"Muir Glen, Organic Crushed Fire Roasted Tomatoes, 28 oz",243,72534229043
,,,,In Stock,"BUSH'S Savory Beans, Black Bean Fiesta, 15.5 oz Canned Beans",134,3940001194
,,,,In Stock,"East Point Wild Caught Tiny North Pacific Shrimp, 4 oz",354,4136910120
safeway,3223 E Hammer Ln,Hand-sanitizer,11.0,,,,
,,,,In Stock,"Equate Travel Size Moisturizing Hand Sanitizer with Aloe, 3 fl oz",97,681131346580
,,,,In Stock,"Way To Celebrate Easter Hand Sanitizer, Butterflies",10,190425083594
,,,,In Stock,"Way To Celebrate Easter Hand Sanitizer, Bunny, 1 fl oz",10,190425083631
,,,,In Stock,"Wet Ones Antibacterial Hand Wipes Travel Pack, Tropical Splash, 20 Ct",147,7682804864
,,,,Limited Stock,"Hello Bello Hand Sanitizer Spray, Apple Blossom, 1.65oz",184,810007189925
safeway,3223 E Hammer Ln,Wet-Wipes,10.0,,,,
,,,,In Stock,"2 Pack, Neutrogena Night Calming Makeup Remover Wipes, 25 ct",1096,7050120008
,,,,In Stock,Neutrogena Makeup Remover Cleansing Towelettes,493,7050111090
,,,,Limited Stock,"Olay Cleanse Gentle Facial Cloths, Fragrance Free, 30 count",496,7560904121
,,,,Limited Stock,"2 Pack, Equate Beauty Makeup Remover Wipes, 80 Count",597,68113107281
,,,,Limited Stock,"2 Pack, Equate Beauty Night-Time Soothing Makeup Remover Wipes, 40 ct",597,68113111216
safeway,3223 E Hammer Ln,Hot-Dogs,20.0,,,,
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 8 Count",264,5450019322
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 16 Count",526,5450019334
,,,,In Stock,"Ball Park Beef Hot Dogs, Bun Size Length, 16 Count",526,5450019347
,,,,In Stock,"Oscar Mayer Classic Uncured Beef Hot Dogs, 10 ct - 15.0 oz Package",294,4470007505
,,,,In Stock,"Ball Park Angus Beef Hot Dogs, Bun Size Length, 8 Count",294,5450010174
safeway,3223 E Hammer Ln,Rice,6.666666666666667,,,,
,,,,In Stock,"InnovAsian Vegetable Fried Rice Frozen Asian Side Dish, 18 oz",374,69511912014
,,,,Limited Stock,"Botan Extra Fancy Calrose Rice, 20 lb",1748,1115214409
